"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"ENSG00000162585",655.211397296099,0.241086125281181,0.0749041769159818,3.21859387830403,0.00128820794594119,0.00274742169664606,"FAAP20","199990","FA core complex associated protein 20"
"ENSG00000157933",1780.14596929959,-0.709294122884558,0.0581042018782782,-12.2072776142843,2.84241641379461e-34,3.05505186594791e-33,"SKI","6497","SKI proto-oncogene"
"ENSG00000116151",45.9442404288924,0.0892383546897578,0.269797640780139,0.330760322557747,0.740825533487581,0.80898263875343,"MORN1","79906","MORN repeat containing 1"
"ENSG00000157916",2153.5090858002,0.0751186085797029,0.0524535576650139,1.432097495835,0.152115921043529,0.219930798541497,"RER1","11079","retention in endoplasmic reticulum sorting receptor 1"
"ENSG00000157911",207.794701124024,-0.246452547869558,0.126599627795566,-1.94670831313605,0.0515697144073941,0.0837783356648563,"PEX10","5192","peroxisomal biogenesis factor 10"
"ENSG00000149527",30.2467084107542,-0.546166404174047,0.315920160711089,-1.72881149131068,0.0838428388289355,0.129474364000455,"PLCH2","9651","phospholipase C eta 2"
"ENSG00000157881",435.476343889853,-0.0980285551998067,0.089164827814806,-1.09940833849206,0.271589995279327,0.361945529334353,"PANK4","55229","pantothenate kinase 4 (inactive)"
"ENSG00000157873",24.332380919207,1.21782978272153,0.372815155081513,3.26657799749387,0.00108855816276908,0.00234791660446833,"TNFRSF14","8764","TNF receptor superfamily member 14"
"ENSG00000157870",391.29276401127,-1.33319920381217,0.0971586919204701,-13.7218727162719,7.51002571421709e-43,1.03644279925793e-41,"PRXL2B","127281","peroxiredoxin like 2B"
"ENSG00000215912",2.46654945097095,1.21033263027262,1.16279963465411,1.0408780620512,0.297932144552047,0.391259612505757,"TTC34","100287898","tetratricopeptide repeat domain 34"
"ENSG00000142611",4.06379450073457,0.356881063563513,0.883378371385832,0.403995700057319,0.686215881171448,0.764623380931065,"PRDM16","63976","PR/SET domain 16"
"ENSG00000162591",120.624795073974,0.276593729730119,0.160552436423353,1.72276258082302,0.0849314681351293,0.130982032740026,"MEGF6","1953","multiple EGF like domains 6"
"ENSG00000158109",1837.24896959111,0.321298586984405,0.0533219176908447,6.02563825343386,1.68443556938136e-09,6.31449005034096e-09,"TPRG1L","127262","tumor protein p63 regulated 1 like"
"ENSG00000116213",196.349812421993,0.139362744905464,0.133031474579724,1.04759227352581,0.294826498785814,0.387872710727524,"WRAP73","49856","WD repeat containing, antisense to TP73"
"ENSG00000078900",1.06285907626091,-1.28746122874566,1.79644939343979,-0.716669912020436,0.473577795308595,0.572301180271889,"TP73","7161","tumor protein p73"
"ENSG00000235169",8.00720108324259,-0.452739208715364,0.606229228228933,-0.74681191145801,0.455177104469997,0.554904469026321,"SMIM1","388588","small integral membrane protein 1 (Vel blood group)"
"ENSG00000130764",650.050345559859,-0.461565755328764,0.0756975201123955,-6.09750167037748,1.07738994166083e-09,4.09700946837002e-09,"LRRC47","57470","leucine rich repeat containing 47"
"ENSG00000116198",868.398768437544,0.369167244537489,0.0690788300596368,5.34414442483726,9.08451155616348e-08,2.9828403265357e-07,"CEP104","9731","centrosomal protein 104"
"ENSG00000169598",99.4645610854156,-0.332069876615483,0.17551679910486,-1.89195494852372,0.0584969835990897,0.0937264470443853,"DFFB","1677","DNA fragmentation factor subunit beta"
"ENSG00000198912",274.59719900775,-0.0792134134288897,0.107549506859568,-0.736529768865628,0.461408357926987,0.561229774952652,"C1orf174","339448","chromosome 1 open reading frame 174"
"ENSG00000196581",2.51926689723939,-0.104395127482845,1.13029066015906,-0.0923613112649744,0.926410977133115,0.947826291944442,"AJAP1","55966","adherens junctions associated protein 1"
"ENSG00000131697",226.184495605739,0.786361608534847,0.125504175493576,6.2656210874442,3.71342309118809e-10,1.45505426672288e-09,"NPHP4","261734","nephrocystin 4"
"ENSG00000069424",137.964257926444,0.329934510716266,0.156305007724609,2.1108377493418,0.0347862602205258,0.0585094862411104,"KCNAB2","8514","potassium voltage-gated channel subfamily A regulatory beta subunit 2"
"ENSG00000116254",4.87851054000781,1.29118907252629,0.814803752430245,1.58466264873618,0.113043002559254,0.169135440801262,"CHD5","26038","chromodomain helicase DNA binding protein 5"
"ENSG00000116251",3157.32757952669,-0.0522746968898595,0.0490889758858693,-1.06489687239345,0.286922600529238,0.378827707501288,"RPL22","6146","ribosomal protein L22"
"ENSG00000158286",16.6793288692637,-0.929245389316406,0.435858777454953,-2.13198732567098,0.0330078885025408,0.0557393980577479,"RNF207","388591","ring finger protein 207"
"ENSG00000116237",2331.28583130502,-0.385167285822722,0.0486788294966579,-7.91241880310958,2.52435512169596e-15,1.32504972141835e-14,"ICMT","23463","isoprenylcysteine carboxyl methyltransferase"
"ENSG00000158292",186.514804596562,0.00945240738681134,0.130561026532353,0.0723983844020175,0.942284870483017,0.95865825331295,"GPR153","387509","G protein-coupled receptor 153"
"ENSG00000097021",1264.85337440718,-0.361780629037422,0.0631595770304656,-5.72804071919155,1.01597183383786e-08,3.60119296928242e-08,"ACOT7","11332","acyl-CoA thioesterase 7"
"ENSG00000069812",3.15810817128513,2.95766566698089,1.27961712803181,2.31136767568132,0.0208125548195584,0.0366077038895047,"HES2","54626","hes family bHLH transcription factor 2"
"ENSG00000215788",53.392055126377,1.21709414422012,0.248910428343783,4.88968723535815,1.00996318201776e-06,3.03748651819396e-06,"TNFRSF25","8718","TNF receptor superfamily member 25"
"ENSG00000171680",427.118705593219,0.84050703955183,0.0949135727975743,8.85549890050405,8.33103407411782e-19,5.13588065344514e-18,"PLEKHG5","57449","pleckstrin homology and RhoGEF domain containing G5"
"ENSG00000162408",364.085764021207,-0.648015468893524,0.101277509742813,-6.39841432257873,1.56998796381461e-10,6.3151513554532e-10,"NOL9","79707","nucleolar protein 9"
"ENSG00000204859",120.908623879486,0.264368824149361,0.16722646843163,1.58090299118795,0.113900220301173,0.17032695906119,"ZBTB48","3104","zinc finger and BTB domain containing 48"
"ENSG00000162413",2066.29846562912,0.782100822610402,0.063102229733171,12.3941867968459,2.80981631698927e-35,3.11820535606247e-34,"KLHL21","9903","kelch like family member 21"
"ENSG00000116273",483.096239817907,-0.083817710990165,0.0927121616857522,-0.904063819310622,0.365961561927849,0.465104540697332,"PHF13","148479","PHD finger protein 13"
"ENSG00000041988",128.326371358964,-0.430506756296427,0.15498027954545,-2.77781636192091,0.00547255373192952,0.0106691163171666,"THAP3","90326","THAP domain containing 3"
"ENSG00000007923",671.879434225984,-0.564547843114833,0.0743995430556702,-7.58805524776415,3.24742457248841e-14,1.61896898708239e-13,"DNAJC11","55735","DnaJ heat shock protein family (Hsp40) member C11"
"ENSG00000171735",303.848948894719,-0.0868620047383439,0.105313226393455,-0.824796729841167,0.409487003569532,0.510363477729964,"CAMTA1","23261","calmodulin binding transcription activator 1"
"ENSG00000049245",1972.24810613789,-0.672788896352075,0.0522032172513166,-12.8878818543527,5.26706263577146e-38,6.29976705341759e-37,"VAMP3","9341","vesicle associated membrane protein 3"
"ENSG00000049246",147.3350024356,-0.205068186135222,0.154966895454336,-1.32330318377998,0.185734573357343,0.261933852621452,"PER3","8863","period circadian regulator 3"
"ENSG00000049249",2.47064777156683,-2.10935922169502,1.24502400199157,-1.69423177249663,0.0902212495498515,0.138392652219733,"TNFRSF9","3604","TNF receptor superfamily member 9"
"ENSG00000116288",2258.1923049478,-0.33763626431216,0.0497810684366973,-6.78242301571944,1.18176839300093e-11,5.11368796897188e-11,"PARK7","11315","Parkinsonism associated deglycase"
"ENSG00000116285",2398.97446233045,-0.978812953449166,0.138405725453304,-7.07205536652023,1.5265548460843e-12,6.96304058543144e-12,"ERRFI1","54206","ERBB receptor feedback inhibitor 1"
"ENSG00000162426",66.1455851799461,-0.0890531517303298,0.21395529297689,-0.416223176773423,0.6772467016836,0.757281214828742,"SLC45A1","50651","solute carrier family 45 member 1"
"ENSG00000142599",1448.30090895099,-0.728835999942044,0.0608133361118803,-11.9848054150685,4.26845446706888e-33,4.42137319112967e-32,"RERE","473","arginine-glutamic acid dipeptide repeats"
"ENSG00000074800",18390.4756149844,-1.33892267760196,0.0368894393017468,-36.2955551221553,1.90142133400252e-288,9.50303219572543e-286,"ENO1","2023","enolase 1"
"ENSG00000142583",0.795996933916045,1.65983067851545,2.03684667101928,0.814902124019397,0.415128337278102,0.516428656046738,"SLC2A5","6518","solute carrier family 2 member 5"
"ENSG00000180758",131.906748861367,-0.909496660581254,0.154959048955313,-5.8692710539514,4.37715328897207e-09,1.59183687957056e-08,"GPR157","80045","G protein-coupled receptor 157"
"ENSG00000049239",1601.45954658721,-0.444677110464943,0.0545694391264536,-8.14883050995803,3.67460541163042e-16,2.01261949629574e-15,"H6PD","9563","hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase"
"ENSG00000171621",607.0715212426,0.246061071337856,0.0800877872095684,3.0723919327922,0.00212350707474011,0.00440307571550052,"SPSB1","80176","splA/ryanodine receptor domain and SOCS box containing 1"
"ENSG00000171612",169.912453924335,0.0841326498272933,0.141331884670134,0.595284284389596,0.551653459090795,0.645903489501053,"SLC25A33","84275","solute carrier family 25 member 33"
"ENSG00000188807",341.694439198546,0.112427396340448,0.101974909233456,1.10250057769663,0.270244107488812,0.360342643182318,"TMEM201","199953","transmembrane protein 201"
"ENSG00000171608",587.285654132433,-0.631380586117715,0.0878231482340353,-7.18922742823091,6.51589600017085e-13,3.03035721589867e-12,"PIK3CD","5293","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta"
"ENSG00000171603",4150.80399431927,-0.120177571177031,0.043193613254956,-2.78229956053149,0.00539751944300461,0.0105360422772223,"CLSTN1","22883","calsyntenin 1"
"ENSG00000178585",367.372092143342,-0.216458453583014,0.0962552158578992,-2.24879713430355,0.0245254057899618,0.0424973413354044,"CTNNBIP1","56998","catenin beta interacting protein 1"
"ENSG00000162441",292.967656286429,-0.972576726521747,0.107923742940061,-9.01170307873679,2.02880992625448e-19,1.29109441145999e-18,"LZIC","84328","leucine zipper and CTNNBIP1 domain containing"
"ENSG00000173614",221.895316976591,-0.295788439505528,0.119148925054609,-2.48251034887609,0.0130460278272485,0.0238992163129356,"NMNAT1","64802","nicotinamide nucleotide adenylyltransferase 1"
"ENSG00000130939",2003.76871125387,0.737296671099325,0.0524514689385654,14.056740183252,7.00388564699602e-45,1.00525513583654e-43,"UBE4B","10277","ubiquitination factor E4B"
"ENSG00000054523",1698.73379437079,-0.199778213912441,0.0602478041045393,-3.31594183193457,0.000913348372643745,0.00199118197955703,"KIF1B","23095","kinesin family member 1B"
"ENSG00000142657",3988.34288412843,0.123929948962601,0.0458796726365137,2.70119514462207,0.00690907870978751,0.0132464238203543,"PGD","5226","phosphogluconate dehydrogenase"
"ENSG00000251503",2.62968228585215,0.207562169150785,1.03794378652953,0.199974383819754,0.841500615213377,0.888874663033233,"CENPS-CORT","100526739","CENPS-CORT readthrough"
"ENSG00000175279",15.1411484580662,-0.000982017230900227,0.439908653216701,-0.00223232078687136,0.998218867188703,0.998718440511812,"CENPS","378708","centromere protein S"
"ENSG00000241563",2.83610942310219,-0.336642527347394,1.00648232460071,-0.334474356001181,0.738021638670916,0.806487178788131,"CORT","1325","cortistatin"
"ENSG00000160049",909.431158299505,-0.199116011437349,0.0708285130131845,-2.81124088261297,0.00493508233869171,0.00969556959815413,"DFFA","1676","DNA fragmentation factor subunit alpha"
"ENSG00000142655",301.444744039201,-0.203707086576261,0.107866286180806,-1.88851488068112,0.0589568621209649,0.0944137605195744,"PEX14","5195","peroxisomal biogenesis factor 14"
"ENSG00000130940",4.15740417674339,-0.977560206805555,0.870372538430726,-1.12315148243083,0.261373164280549,0.35001559747169,"CASZ1","54897","castor zinc finger 1"
"ENSG00000120948",1216.48413987918,-0.274920491977169,0.0593407323058136,-4.6329137052162,3.60554857824541e-06,1.02950513780792e-05,"TARDBP","23435","TAR DNA binding protein"
"ENSG00000009724",15.536404218195,-0.410761349835621,0.435953985077118,-0.942212627699593,0.3460837900789,0.444320785171021,"MASP2","10747","MBL associated serine protease 2"
"ENSG00000116649",2058.93095814472,-1.26359650126012,0.0545676619065895,-23.1565080325995,1.25005224451344e-118,6.72816581143119e-117,"SRM","6723","spermidine synthase"
"ENSG00000171824",817.373897377406,-0.164129925187434,0.0723721354591354,-2.26786074704276,0.0233376954682383,0.0406304690697346,"EXOSC10","5394","exosome component 10"
"ENSG00000198793",1657.59550594203,-0.0149361114342684,0.0541805458997546,-0.275672959477066,0.782799266336992,0.84330199639106,"MTOR","2475","mechanistic target of rapamycin kinase"
"ENSG00000171819",0.633640327047847,-1.58991069167132,2.20472960334307,-0.72113636486783,0.470825619143082,NA,"ANGPTL7","10218","angiopoietin like 7"
"ENSG00000120942",259.092435417049,-0.329140069994157,0.112582072479682,-2.92355667953756,0.00346057215947252,0.00695693819848562,"UBIAD1","29914","UbiA prenyltransferase domain containing 1"
"ENSG00000204624",2.65819514122545,1.93339980987729,1.20660631922126,1.60234517180807,0.109079301899459,0.163923512755694,"DISP3","57540","dispatched RND transporter family member 3"
"ENSG00000116661",46.1780785986074,1.16885641659113,0.263809510895916,4.43068338446787,9.39349243667998e-06,2.56040768530118e-05,"FBXO2","26232","F-box protein 2"
"ENSG00000132879",215.991808974041,-0.0307951291935083,0.124816783697709,-0.246722662459324,0.805122866542728,0.860797736104082,"FBXO44","93611","F-box protein 44"
"ENSG00000116663",65.1191621613431,-0.232250494876661,0.216296291552243,-1.07376087315193,0.282929870505062,0.374518645045379,"FBXO6","26270","F-box protein 6"
"ENSG00000116670",303.585942678025,-0.31795176583262,0.107873387827656,-2.94745323416184,0.00320403211557371,0.00648592874661342,"MAD2L2","10459","mitotic arrest deficient 2 like 2"
"ENSG00000162490",12.974640930305,3.0475380653376,0.646333727011839,4.71511533125019,2.41573875661458e-06,7.02094458152948e-06,"DRAXIN","374946","dorsal inhibitory axon guidance protein"
"ENSG00000177674",420.234513406688,0.535137948346181,0.0964432558510976,5.54873374632231,2.87745991646002e-08,9.84527483397105e-08,"AGTRAP","57085","angiotensin II receptor associated protein"
"ENSG00000177000",285.501117306741,0.292753089127622,0.107874739892628,2.71382428749316,0.00665114344679466,0.0127816673159083,"MTHFR","4524","methylenetetrahydrofolate reductase"
"ENSG00000011021",368.754725254034,0.707734813383676,0.0997928064102976,7.09204239104999,1.32147017245749e-12,6.04532644438383e-12,"CLCN6","1185","chloride voltage-gated channel 6"
"ENSG00000120937",1.24540004274696,1.10023696055801,1.7376085722552,0.633190338794217,0.526609353983717,0.622676070946188,"NPPB","4879","natriuretic peptide B"
"ENSG00000116685",1363.89085730184,0.0856388178654944,0.0622504661784662,1.37571367931569,0.168910295152154,0.241197007179515,"KIAA2013","90231","KIAA2013"
"ENSG00000083444",10160.1427997413,0.0864556555120868,0.041782323643856,2.06919213610562,0.0385280603711583,0.0643007366528311,"PLOD1","5351","procollagen-lysine,2-oxoglutarate 5-dioxygenase 1"
"ENSG00000116688",2352.37990165954,-0.232668790751955,0.0512816359690502,-4.53707816366033,5.70389702908069e-06,1.5954494308406e-05,"MFN2","9927","mitofusin 2"
"ENSG00000116691",142.034439404488,-0.626561480943424,0.152280782384696,-4.11451445895903,3.87995239399391e-05,9.94433219808622e-05,"MIIP","60672","migration and invasion inhibitory protein"
"ENSG00000120949",2.87800909922136,-1.85223550388541,1.09872956398251,-1.68579745608347,0.091834817946464,0.140682697574474,"TNFRSF8","943","TNF receptor superfamily member 8"
"ENSG00000028137",284.51883113806,-0.69173210843471,0.11111023233356,-6.22563821447233,4.79599631418787e-10,1.86172461638683e-09,"TNFRSF1B","7133","TNF receptor superfamily member 1B"
"ENSG00000048707",1177.42898261781,0.315546160559602,0.0750259358135224,4.20582771994867,2.60128340287147e-05,6.77253208182015e-05,"VPS13D","55187","vacuolar protein sorting 13 homolog D"
"ENSG00000162496",239.359926567298,1.49187384286657,0.123926322908626,12.0383935216617,2.23261014888939e-33,2.34206494929221e-32,"DHRS3","9249","dehydrogenase/reductase 3"
"ENSG00000179172",1.21308277816865,-1.51782330951107,1.65858300038405,-0.915132561445289,0.360122042848198,0.459435487976815,"HNRNPCL1","343069","heterogeneous nuclear ribonucleoprotein C like 1"
"ENSG00000179412",1.42945348458236,-0.226667465967079,1.47071880672688,-0.154120192745432,0.877514966992138,0.913326635737881,"HNRNPCL4","101060301","heterogeneous nuclear ribonucleoprotein C like 4"
"ENSG00000162493",46.3376286808845,0.860996785657299,0.266082591965861,3.23582531008931,0.00121291588751151,0.00259375686580625,"PDPN","10630","podoplanin"
"ENSG00000116731",500.380369836304,-0.397403722826457,0.0845936364443038,-4.69779689738373,2.62982745460106e-06,7.61311654937675e-06,"PRDM2","7799","PR/SET domain 2"
"ENSG00000189337",242.360447435594,-0.616930017257186,0.117941623108376,-5.23080826766552,1.68770484092371e-07,5.44062233215535e-07,"KAZN","23254","kazrin, periplakin interacting protein"
"ENSG00000171729",518.629349291039,1.2935771221393,0.0967292896392127,13.3731688402155,8.67642191379793e-41,1.12632512302123e-39,"TMEM51","55092","transmembrane protein 51"
"ENSG00000142621",0.805101657684502,0.3894024617464,1.94168827983288,0.200548391722236,0.841051715509521,0.888612888398659,"FHAD1","114827","forkhead associated phosphopeptide binding domain 1"
"ENSG00000142634",1068.14842431117,-1.26515441926336,0.0641826709150541,-19.711775799075,1.70864483706761e-86,5.69304186902954e-85,"EFHD2","79180","EF-hand domain family member D2"
"ENSG00000132906",94.9223313065353,0.228340168097553,0.179338821415662,1.27323334844673,0.20293525010646,0.282786163176057,"CASP9","842","caspase 9"
"ENSG00000116138",690.838087073522,0.576592172601997,0.0750264061915194,7.68518981343894,1.52770319215727e-14,7.73189094793811e-14,"DNAJC16","23341","DnaJ heat shock protein family (Hsp40) member C16"
"ENSG00000116771",13.0920426990711,0.242125153561508,0.476814116583098,0.507797787734564,0.611595161414718,0.699580079192215,"AGMAT","79814","agmatinase (putative)"
"ENSG00000197312",629.759400075765,0.971473453451463,0.0790234946692232,12.2934762315671,9.81908993789233e-35,1.07314124171093e-33,"DDI2","84301","DDI proteasomal shuttling factor 2"
"ENSG00000116786",1641.39742983243,0.237712979091455,0.0548640910991064,4.33276072435158,1.47251120359281e-05,3.93475688048077e-05,"PLEKHM2","23207","pleckstrin homology and RUN domain containing M2"
"ENSG00000162461",2.30616775618368,1.15488929394796,1.19666770993014,0.965087705103515,0.33450088457396,0.431946606877179,"SLC25A34","284723","solute carrier family 25 member 34"
"ENSG00000162458",2879.63997052123,-0.10353459231634,0.0453609825099435,-2.28245921026169,0.0224622430424677,0.0392087600269793,"FBLIM1","54751","filamin binding LIM protein 1"
"ENSG00000233954",121.953128805443,-0.0514235587103306,0.164561689797024,-0.31248803274783,0.754669656527432,0.82000521573452,"UQCRHL","440567","ubiquinol-cytochrome c reductase hinge protein like"
"ENSG00000065526",957.239667690687,-0.122586506459323,0.0739740561280898,-1.65715539846914,0.0974880612714423,0.148594698772744,"SPEN","23013","spen family transcriptional repressor"
"ENSG00000116809",428.303791082262,0.0977477445767886,0.0921241628102439,1.06104350471144,0.288670130604454,0.380739849922594,"ZBTB17","7709","zinc finger and BTB domain containing 17"
"ENSG00000173641",36.4061210182215,-1.62686750452779,0.31297069027755,-5.19814651999855,2.01285447357709e-07,6.45608193977488e-07,"HSPB7","27129","heat shock protein family B (small) member 7"
"ENSG00000184908",0.56087316491117,-2.67290235668644,2.37019654031102,-1.12771338208759,0.259440984226921,NA,"CLCNKB","1188","chloride voltage-gated channel Kb"
"ENSG00000185519",11.0368348263553,-0.190047396944415,0.528253415709354,-0.359765580860871,0.719022444564079,0.790975559250823,"FAM131C","348487","family with sequence similarity 131 member C"
"ENSG00000142627",2309.84676794303,0.480603131932697,0.0499818167939328,9.61555947264079,6.87346588730301e-22,4.89751943110582e-21,"EPHA2","1969","EPH receptor A2"
"ENSG00000142632",111.760276673965,0.0524602632097851,0.164525884656523,0.318857201827573,0.749834799572157,0.816316360548284,"ARHGEF19","128272","Rho guanine nucleotide exchange factor 19"
"ENSG00000132881",73.6352610940121,0.47094957099663,0.20459385946056,2.30187539468855,0.0213422001711701,0.0374170319713549,"CPLANE2","79363","ciliogenesis and planar polarity effector complex subunit 2"
"ENSG00000037637",491.742331229767,0.0241624414048929,0.0874655724530416,0.276250880514905,0.78235538006278,0.842953587049473,"FBXO42","54455","F-box protein 42"
